id,chain_id,name,address,city,state,postcode,phonenumber,country,email
89,2,Marché Adonis Griffintown,"225 Rue Peel,",Montréal ,Québec,H3C 2G6,(514) 905-6499, Canada,courriel.griffintown@groupeadonis.ca
90,8,Fruiterie 440 ÎLE-JÉSUS (LAVAL),2888 Av. du Cosmodôme au CENTROPOLIS,Laval,Québec,H7T 2X1,(450) 973-9138, Canada,
91,8,Fruiterie 440 ÎLE DE MONTRÉAL,7500 boul. des GALERIES D'ANJOU,Montréal ,Québec,H1M 3M2,(514) 351-8440, Canada,
92,8,Fruiterie 440 RIVE-SUD,3840 boul. Taschereau,Greenfield Park,Québec,J4V 2H9,(450) 465-0440, Canada,
93,8,Fruiterie 440 RIVE-NORD,1570 Chemin Gascon,Terrebonne,Québec,J6X 3A2,(450) 964-3885, Canada,
94,8,Fruiterie 440 QUÉBEC,385 rue Soumande Face à la Place Fleurs de Lys,Québec,Québec,G1M 2X6,(418) 688-2440, Canada,
95,13,INTER MARCHÉ,3595 Concorde Est,Laval,Québec,,Tél.:, Canada,
96,13,INTER MARCHÉ,134 Bellerose Est,Laval,Québec,,Tél.: 450-661-2525, Canada,
97,13,INTER MARCHÉ,1000 Mont-Royal Est,Montréal ,Québec,H2J 1X6,Tél.: 514-598-5946, Canada,
98,13,INTER MARCHÉ,8725 Viau,Montréal ,Québec,H1R 1L4,Tél.: 514-321-4013, Canada,
99,13,INTER MARCHÉ,9125 Pie IX,Montréal ,Québec,H1Z 3V8,Tél.: 514-325-1331, Canada,
100,13,INTER MARCHÉ,5001 Jarry Est,Montréal ,Québec,H1R 1Y1,Tél.: 514-324-5666, Canada,
101,13,INTER MARCHÉ,5305 Jean-Talon Est,Montréal ,Québec,H1S 1L4,Tél.: 514-725-9212, Canada,
102,13,INTER MARCHÉ,9025 Maurice Duplessis,Montréal ,Québec,H1E 6M3,Tél.: 514-334-2328, Canada,
103,13,INTER MARCHÉ,310 Chabanel Ouest,Montréal ,Québec,H2N 1G5,Tél.: 515-388-6110, Canada,
104,13,INTER MARCHÉ,3701 St-Laurent,Montréal ,Québec,H2X 2V7,Tél.: 514-844-1874, Canada,
105,13,INTER MARCHÉ,265 Côte-Vertu,Montréal ,Québec,H4N 1C8,Tél.: 514-334-2328, Canada,
106,13,INTER MARCHÉ,1670 Avenue du Mont-Royal E,Montréal ,Québec,H2J 1Z5,Tél.: 514-727-0625, Canada,
107,13,INTER MARCHÉ,5600 Du Parc,Montréal ,Québec,H2V 4H1,Tél.: 514-272-5258, Canada,
108,13,INTER MARCHÉ,89 Mont-Royal Est,Montréal ,Québec,H2J 1Z5,Tél.: 514-849-6307, Canada,
109,13,INTER MARCHÉ,1451 Beaubien Est,Montréal ,Québec,H2G 3C6,Tél.: 514-495-3404, Canada,
110,13,INTER MARCHÉ,5915 Bélanger Est,Montréal ,Québec,H1T 1G8,Tél.: 514-259-4216, Canada,
111,13,INTER MARCHÉ,8520 Lacordaire,Montréal ,Québec,H1R 2A5,Tél.: 514-321-4013, Canada,
112,13,INTER MARCHÉ,8700 Langelier,Montréal ,Québec,H1P 3C6,Tél.: 514-323-0740, Canada,
113,12,IGA - Coop. des Consommateurs d'Alma,705 Avenue du Pont Nord,Alma,Québec,,Tél.: 418-662-7405, Canada,
114,12,IGA - Amos,122 Principale sud,Amos,Québec,,Tél.: 819-732-7782, Canada,
115,12,IGA - Coop IGA Amos,421 12e Avenue,Amos,Québec,,Tél.: 819-732-5281, Canada,
116,12,IGA - Alimentation Auteuil,5680 Boulevard des Laurentides,Auteuil,Québec,,Tél.: 450-625-1591, Canada,
117,12,IGA - Supermarché Gilbert Tremblay inc.,203 Chemain Aylmer,Aylmer,Québec,,Tél.: 819-684-0001, Canada,
118,12,IGA - Alimentation Richard Morin,1500 De Bretagne,Baie-Comeau,Québec,,Tél.: 418-589-3870, Canada,
119,12,IGA - Supermarché G.C. inc.,1020 Boulevard Mgr-De Laval,Baie-Saint-Paul,Québec,,Tél.: 418-435-5210, Canada,
120,12,IGA - Supermarché Beauceville inc.,630-D Boulevard Renault,Beauceville,Québec,,Tél.: 418-774-3333, Canada,
121,12,IGA - Marché Reid & Gadoua inc.,300 Rue Ellice,Beauharnois,Québec,,Tél.: 450-429-5925, Canada,
122,12,IGA - Extra Beauport,969 Nordique,Beauport,Québec,,Tél.: 418-667-5700, Canada,
123,12,IGA - Marché Vieux Beauport inc,771 Avenue Royale,Beauport,Québec,,Tél.: 418-661-9181, Canada,
124,12,IGA - Marché Robert Tellier (1990) inc.,1085 Boulevard Roland-Godard,Bellefeuille,Québec,,Tél.: 450-565-5977, Canada,
125,12,IGA - Les Marchés Pepin inc.,825 Boulevard Yvon-L'heureux,Beloeil,Québec,,Tél.: 450-464-4219, Canada,
126,12,IGA - Marché Croisetière Berthier inc.,1071 Avenue Gilles Villeneuve,Berthierville,Québec,,Tél.: 450-836-3775, Canada,
127,12,IGA - La Seigneurie Blainville inc.,9 Boulevard des Seigneurs,Blainville,Québec,,Tél.: 450-434-3313, Canada,
128,12,IGA - Supermarché Jacques Daigle inc,25 Boulevard des Entreprises,Boisbriand,Québec,,Tél.: 450-430-5572, Canada,
129,12,IGA - Marché Montée Gagnon inc.,50 Montée Gagnon,Bois-des-Filions,Québec,,Tél.: 450-621-2266, Canada,
130,12,IGA - Magasin Coop de Bonaventure,168 Grand Pré,Bonaventure,Québec,,Tél.: 418-534-2020, Canada,
131,12,IGA - Marché Castonguay inc.,22 St-Joseph,Bromptonville,Québec,,Tél.: 819-846-2728, Canada,
132,12,IGA - Marché Mario Millord,3260 Lapinière,Brossard,Québec,J4Z 3L8,Tél.: 450-445-1224, Canada,
133,12,IGA - Marché d'Alimentation Roger Latendresse inc.,8200 Boulevard Tachereau,Brossard,Québec,J4X 2S6,Tél.: 450-923-1012, Canada,
134,12,IGA - Boucherie des Sources,1221 Rue Charles-Albanel,Cap Rouge,Québec,,Tél.: 418-872-4382, Canada,
135,12,IGA - Extra Cap de la Madeleine,645 Thibault,Cap-de-la-Madeleine,Québec,,Tél.: 819-376-1551, Canada,
136,12,IGA - Marché Lambert et frères inc.,3500 Boulevard Fréchette,Chambly,Québec,,Tél.: 450-447-1983, Canada,
137,12,IGA - Coop C. Chandler,9 Boulevard René-Levesque,Chandler,Québec,,Tél.: 418-689-6862, Canada,
138,12,IGA - La Coop. des Consom. de Charlesbourg,1233 Boulevard Louis-XIV,Charlesbourg,Québec,,Tél.: 418-628-2525, Canada,
139,12,IGA - Alimentation A.D.R.,795 Boulevard du Lac,Charlesbourg,Québec,,Tél.: 418-849-3674, Canada,
140,12,IGA - Extra,4250 1e Avenue,Charlesbourg,Québec,,Tél.: 418-627-0660, Canada,
141,12,IGA - Alimentation Yvon Ratté inc.(Orsainville),17010 Boulevard Henri Bourassa,Charlesbourg,Québec,,Tél.: 418-628-2511, Canada,
142,12,IGA - Extra Chateauguay,90 Boulevard Anjou,Châteauguay,Québec,,Tél.: 450-692-3446, Canada,
143,12,IGA - Famille Charles,1716 Route 105 Nord,Chelsea,Québec,,Tél.: 819-459-2326, Canada,
144,12,IGA - Larochelle,466 3e Rue,Chibougamau,Québec,,Tél.: 418-748-2682, Canada,
145,12,IGA - Alimentation Yvon Haché,1225 des Champs-Élysées,Chicoutimi,Québec,,Tél.: 418-549-9751, Canada,
146,12,IGA - Super Marché Robert Martin,625 Boulevard Ste-Genevieve,Chicoutimi,Québec,,Tél.: 418-545-7680, Canada,
147,12,IGA - Marché Gravel J.R. inc.,110 Boulevard Notre-Dame,Clermont,Québec,,Tél.: 418-439-3922, Canada,
148,12,IGA - Coaticook,265 Child,Coaticook,Québec,,Tél.: 819-849-6226, Canada,
149,12,IGA - Supermarché IGA,5499 Marie-Victorin,Contrecoeur,Québec,,Tél.: 450-587-5648, Canada,
150,12,IGA - Gestion Gilles Genest inc.,115 Rue Principale Est,Cookshire,Québec,,Tél.: 819-875-5455, Canada,
151,12,IGA - Alimentation Shaidman et Pagano inc.,5800 Boulevard Cavendish,Côte St-Luc,Québec,,Tél.: 514-482-4710, Canada,
152,12,IGA - L.A. Daigneault et fils ltée,1531 Rue Sud,Cowansville,Québec,,Tél.: 450-266-1646, Canada,
153,12,IGA - Marché d'alimentation Crevier,850 Chemin Oka,Deux-Montagnes,Québec,,Tél.: 450-473-6280, Canada,
154,12,IGA - Marché B. Gagnon,125 Rue Champoux,Disraeli,Québec,,Tél.: 418-449-4218, Canada,
155,12,IGA - J.-M. Tremblay et fils inc.,134 Boulevard St-Michel,Dolbeau Mistassini,Québec,,Tél.: 418-276-3227, Canada,
156,12,IGA - Supermarché D.D.O,11800 Salaberry,Dollard des Ormeaux,Québec,,Tél.: 514-685-5252, Canada,
157,12,IGA - Alimentation Famille Martin inc.,1125 Promenade Hyman,Dollard des Ormeaux,Québec,,Tél.: 514-684-1970, Canada,
158,12,IGA - Marché Clément des Forges inc.,1910 Boulevard St-Joseph,Drummondville,Québec,,Tél.: 819-477-7700, Canada,
159,12,IGA - Groupe Epicier Angus,150 Angus-Sud,East Angus,Québec,,Tél.: 819-832-2449, Canada,
160,12,IGA - Marché Gilbert enrg.,160 Rue Beaudoin,East Broughton,Québec,,Tél.: 418-427-3252, Canada,
161,12,IGA - Le Groupe René Laliberté inc.,3557 Boulevard Dagenais Ouest,Fabreville,Québec,,Tél.: 450-628-2420, Canada,
162,12,IGA - Marché Larivé inc.,999 Rue Principale Est,Farnham,Québec,,Tél.: 450-293-4210, Canada,
163,12,IGA - Marché Central Ferme-Neuve inc.,268 9e Avenue,Ferme-Neuve,Québec,,Tél.: 819-587-3139, Canada,
164,12,IGA - Couture,2240 Rue King Est,Fleurimont,Québec,,Tél.: 819-566-8282, Canada,
165,12,IGA - Richard Cronier,39-A Montée Sandy Beach,Gaspé,Québec,,Tél.: 418-368-5211, Canada,
166,12,IGA - Extra Famille Charles,455 Boulevard Greber,Gatineau,Québec,,Tél.: 819-243-0011, Canada,
167,12,IGA - Extra,720 Montée Paiement,Gatineau,Québec,,Tél.: 819-643-3384, Canada,
168,12,IGA - Supermarché Serge Fleurant inc,585 Rue St-Hubert,Granby,Québec,,Tél.: 450-777-0898, Canada,
169,12,IGA - Marché IGA Lefebvre,40 Évangéline,Granby,Québec,,Tél.: 450-378-4447, Canada,
170,12,IGA - Gaétan Bertrand,143 Grande-Allé Est,Grande-Rivière,Québec,,Tél.: 418-385-3494, Canada,
171,12,IGA - Alimentation Gauthier et Frères,850 7e Avenue,Grand-Mère,Québec,,Tél.: 819-533-4553, Canada,
172,12,IGA Extra-Marché du Faubourg Greenfield Park Inc,300 Rue Auguste,Greenfield Park,Québec,J4V 3R4 ,Tél.: 450-656-7055, Canada,
173,12,IGA - Poirier et Fils Ltée,484 Rue Principale,Hudson,Québec,,Tél.: 450-458-5573, Canada,
174,12,IGA - Henri Laflamme inc,425 St-Joseph,Hull,Québec,,Tél.: 819-770-9131, Canada,
175,12,IGA - Marché Robert Plouffe inc.,2195 Chemin Ridge,Huntingdon,Québec,,Tél.: 450-264-2909, Canada,
176,12,IGA - Supermarché Laplante inc.,420 2e Avenue,Iberville,Québec,,Tél.: 450-347-6411, Canada,
177,12,IGA - Marché Laplante,435 9e Avenue,Iberville,Québec,,Tél.: 450-358-2804, Canada,
178,12,IGA - Supermarché St-Raphaël inc.,640 Boulevard Jacques Bizard,Île Bizard,Québec,,Tél.: 514-620-4443, Canada,
179,12,IGA - Marché Louise Ménard inc.,30 Rue Place du Commerce,Île des Soeurs,Québec,,Tél.: 514-362-6330, Canada,
180,12,IGA - Supermarché IGA Don Quichote,100 Boulevard Don Quichotte,Île Perrot,Québec,,Tél.: 514-453-3027, Canada,
181,12,IGA - Marché Guy Bergeron inc.,2580 St-Dominique,Jonquière,Québec,,Tél.: 418-547-1170, Canada,
182,12,IGA - Kirkland,3701 Boulevard St-Charles,Kirkland,Québec,,Tél.: 514-630-4700, Canada,
183,12,IGA - Alimentation Christian Verreault,150 6e Rue,La Baie,Québec,,Tél.: 418-544-7377, Canada,
184,12,IGA - Coop. La Pocatière,161 Route 230 ouest,La Pocatière,Québec,,Tél.: 418-856-2667, Canada,
185,12,IGA - Plourde,77 2e Rue est Plaza La Sarre,La Sarre,Québec,,Tél.: 819-333-5598, Canada,
186,12,IGA - Supermarché Arcand (1993) Inc.,547 St-Louis,La Tuque,Québec,,Tél.: 819-523-5968, Canada,
187,12,IGA - Knowlton,"461 Chemin Knowlton Sortie 90, AutoRoute 10",Lac Brôme,Québec,,Tél.: 450-243-6692, Canada,
188,12,IGA - Supermarché Crevier inc.,325 Montée des Pionniers,Lachenaie,Québec,,Tél.: 450-582-2271, Canada,
189,12,IGA - Extra Vallée,490 28e Avenue,Lachine,Québec,,Tél.: 514-634-0124, Canada,
190,12,IGA - Supermarché IGA,735 Notre-Dame,Lachine,Québec,,Tél.: 514-634-7249, Canada,
191,12,IGA - Supermarché J.Desjardins inc.,465 Avenue Béthany,Lachute,Québec,,Tél.: 450-562-6882, Canada,
192,12,IGA - Marché H. Dauphinais inc.,60 Route 202,Lacolle,Québec,,Tél.: 450-246-3037, Canada,
193,12,IGA - Marché IGA Lord de Lafontaine,2012 St-Georges,Lafontaine,Québec,,Tél.: 450-565-8890, Canada,
194,12,IGA - Famille P. Crégheur,5671 Laurier,LaPlaine,Québec,,Tél.: 450-477-4077, Canada,
195,12,IGA - Alimentation J.G.D. inc.,975 Boulevard Tascherau,Laprairie,Québec,,Tél.: 450-659-1611, Canada,
196,12,IGA - Marché d'alimentation Beck inc.,8130 Champlain,Lasalle,Québec,,Tél.: 514-364-4777, Canada,
197,12,IGA - Supermarché Crevier L'Assomption inc.,860 Boulevard L'Ange-Gardien Nord,L'Assomption,Québec,,Tél.: 450-589-5897, Canada,
198,12,IGA - Supermarché Boulevard le Carrefour inc.,2137 Boulevard Labelle,Laval,Québec,,Tél.: 450-682-3660, Canada,
199,12,IGA - Marché Hébert Sénécal inc.,5895 Val-des-Brises,Laval,Québec,,Tél.: 450-665-4441, Canada,
200,12,IGA - Marché Duchemin,515 Curé Labelle,Laval,Québec,,Tél.: 450-687-1515, Canada,
201,12,IGA - Alimentation St-Denis inc.,307 Boulevard Cartier Ouest,Laval,Québec,,Tél.: 450-669-7501, Canada,
202,12,IGA - Épicerie Quintal et Frères (1978) inc.,4805 Boulevard Arthur-Sauvé,Laval,Québec,,Tél.: 450-627-3123, Canada,
203,12,IGA - Supermarché IGA Crevier Lavaltrie,81 Chemin Lavaltrie,Lavaltrie,Québec,,Tél.: 450-586-0115, Canada,
204,12,IGA - Extra Lebourgneuf,5555 Boulevard des Gradins,Lebourgneuf,Québec,,Tél.: 418-622-5262, Canada,
205,12,IGA - Extra Les Saules,5005 Boulevard L'Orimière,Les Saules,Québec,,Tél.: 418-877-3922, Canada,
206,12,IGA - Marché S. Larochelle(St-David de l'Auberivière),3950 Boulevard de la Rive-Sud,Lévis,Québec,,Tél.: 418-833-8822, Canada,
207,12,IGA - Extra Lévis,53 Boulevard Kennedy,Lévis,Québec,,Tél.: 418-837-1551, Canada,
208,12,IGA - Extra,825 St-Laurent Ouest,Longueuil,Québec,J4K 2V1,Tél.: 450-677-5238, Canada,
209,12,"IGA - Les marchés Lacoste, Hébert",1401 Chemin de Chambly,Longueuil,Québec,J4J 3X6,Tél.: 450-677-2869, Canada,
210,12,IGA - Supermarché DJS Cousineau inc.,1732 Boulevard Marie-Victorin,Longueuil,Québec,J4G 1A5,Tél.: 450-646-4302, Canada,
211,12,IGA - Coopérative de Lorretteville,"250 Rue Louis-IX, suite 250",Loretteville,Québec,,Tél.: 418-842-2341, Canada,
212,12,IGA - Boutin,14 Rue Notre-Dame,Lorrainville,Québec,,Tél.: 819-625-2115, Canada,
213,12,IGA - Marché d'alimentation Diane Rodrigue inc.,714 Boulevard St-Laurent Ouest,Louiseville,Québec,,Tél.: 819-228-5818, Canada,
214,12,IGA - Marché Gazaille,231 Rue Sherbrooke,Magog,Québec,,Tél.: 819-868-1122, Canada,
215,12,IGA - Magasin Coop de Maria,524 Boulevard Perron,Maria,Québec,,Tél.: 418-759-3440, Canada,
216,12,IGA - Extra,65 Montée Masson,Mascouche,Québec,,Tél.: 450-474-2444, Canada,
217,12,IGA - Cotret Brazeau,1205 de Neuville,Masson-Angers,Québec,,Tél.: 819-986-3825, Canada,
218,12,IGA - Marché Bellavance,551 Avenue du Phare Est,Matane,Québec,,Tél.: 418-562-7111, Canada,
219,12,IGA - Marché Duchemin et Lacas inc.,927 Rue St-Jean-Baptiste,Mercier,Québec,,Tél.: 450-691-7647, Canada,
220,12,IGA - Alimentation Charles Regnier inc.,12 St-Antoine,Metabetchouan,Québec,,Tél.: 418-349-2266, Canada,
221,12,IGA - Alimentation De la Mitis,1330 Boulevard Gaboury,Mont-Joli,Québec,,Tél.: 418-775-8915, Canada,
222,12,IGA - Marché Leblanc inc.,101 Rue Hébert,Mont-Laurier,Québec,,Tél.: 819-623-3200, Canada,
